"지역","직업분류","분진노출정도","유기용제노출정도","화학제품노출정도","직업항목"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",9,6,7,6,"장치기계 조작 및 조립 종사자"
"전라남도",3,7,7,7,"기술공 및 준전문가"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",4,6,6,6,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",8,7,7,1,"기능원 및 관련 기능 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",4,6,6,6,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",5,7,7,5,"서비스 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",1,7,7,7,"관리자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",3,7,7,7,"기술공 및 준전문가"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",9,7,7,4,"장치기계 조작 및 조립 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,7,7,5,"단순노무 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",8,7,7,6,"기능원 및 관련 기능 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",9,7,7,5,"장치기계 조작 및 조립 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",3,5,6,5,"기술공 및 준전문가"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",9,6,6,7,"장치기계 조작 및 조립 종사자"
"전라남도",4,6,6,6,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",9,5,5,5,"장치기계 조작 및 조립 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라남도",6,6,6,6,"판매 종사자"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",1,6,6,6,"관리자"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",10,1,6,6,"단순노무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",3,7,7,7,"기술공 및 준전문가"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",7,5,7,7,"농림어업 숙련 종사자"
"전라남도",9,2,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",7,6,6,6,"농림어업 숙련 종사자"
"전라남도",7,6,6,6,"농림어업 숙련 종사자"
"전라남도",7,6,6,6,"농림어업 숙련 종사자"
"전라남도",7,6,6,6,"농림어업 숙련 종사자"
"전라남도",7,6,6,6,"농림어업 숙련 종사자"
"전라남도",7,6,6,6,"농림어업 숙련 종사자"
"전라남도",7,6,6,6,"농림어업 숙련 종사자"
"전라남도",7,6,7,7,"농림어업 숙련 종사자"
"전라남도",10,6,6,6,"단순노무 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",4,5,6,6,"사무 종사자"
"전라남도",6,6,6,6,"판매 종사자"
"전라남도",9,6,5,5,"장치기계 조작 및 조립 종사자"
"전라남도",6,2,7,7,"판매 종사자"
"전라남도",10,2,6,6,"단순노무 종사자"
"전라남도",9,4,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",10,1,7,7,"단순노무 종사자"
"전라남도",4,6,7,7,"사무 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",3,7,7,7,"기술공 및 준전문가"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",3,5,7,7,"기술공 및 준전문가"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",6,7,7,6,"판매 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,6,6,5,"서비스 종사자"
"전라남도",6,6,6,6,"판매 종사자"
"전라남도",1,6,6,6,"관리자"
"전라남도",6,6,6,6,"판매 종사자"
"전라남도",5,6,6,4,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,6,6,6,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,6,6,6,"판매 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,7,7,6,"서비스 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",6,6,6,6,"판매 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",1,7,7,7,"관리자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",4,3,6,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",3,7,7,7,"기술공 및 준전문가"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,6,6,5,"서비스 종사자"
"전라남도",10,6,6,6,"단순노무 종사자"
"전라남도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,7,7,6,"서비스 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",7,5,5,5,"농림어업 숙련 종사자"
"전라남도",5,6,5,5,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",5,3,6,6,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",6,6,6,6,"판매 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",5,6,6,6,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",9,5,6,7,"장치기계 조작 및 조립 종사자"
"전라남도",6,6,5,7,"판매 종사자"
"전라남도",4,6,6,7,"사무 종사자"
"전라남도",5,6,7,7,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,6,7,7,"서비스 종사자"
"전라남도",1,6,7,7,"관리자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",7,4,7,5,"농림어업 숙련 종사자"
"전라남도",7,3,6,5,"농림어업 숙련 종사자"
"전라남도",7,7,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",10,4,6,7,"단순노무 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,7,7,3,"서비스 종사자"
"전라남도",9,4,6,5,"장치기계 조작 및 조립 종사자"
"전라남도",5,7,7,4,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,6,7,7,"서비스 종사자"
"전라남도",5,7,7,6,"서비스 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,6,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,7,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,6,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,6,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,5,7,5,"농림어업 숙련 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",9,3,3,4,"장치기계 조작 및 조립 종사자"
"전라남도",9,1,7,7,"장치기계 조작 및 조립 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",8,4,7,7,"기능원 및 관련 기능 종사자"
"전라남도",6,6,7,7,"판매 종사자"
"전라남도",9,1,7,7,"장치기계 조작 및 조립 종사자"
"전라남도",9,5,6,5,"장치기계 조작 및 조립 종사자"
"전라남도",6,6,7,7,"판매 종사자"
"전라남도",6,6,7,7,"판매 종사자"
"전라남도",8,4,6,6,"기능원 및 관련 기능 종사자"
"전라남도",8,1,7,7,"기능원 및 관련 기능 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,3,7,7,"판매 종사자"
"전라남도",5,4,6,6,"서비스 종사자"
"전라남도",5,4,7,5,"서비스 종사자"
"전라남도",8,6,5,5,"기능원 및 관련 기능 종사자"
"전라남도",5,3,6,4,"서비스 종사자"
"전라남도",4,6,6,6,"사무 종사자"
"전라남도",7,2,6,6,"농림어업 숙련 종사자"
"전라남도",7,1,6,6,"농림어업 숙련 종사자"
"전라남도",7,1,7,7,"농림어업 숙련 종사자"
"전라남도",7,6,6,6,"농림어업 숙련 종사자"
"전라남도",7,1,7,7,"농림어업 숙련 종사자"
"전라남도",7,1,7,6,"농림어업 숙련 종사자"
"전라남도",10,1,6,6,"단순노무 종사자"
"전라남도",10,1,7,7,"단순노무 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",7,1,6,7,"농림어업 숙련 종사자"
"전라남도",7,1,7,6,"농림어업 숙련 종사자"
"전라남도",7,1,7,6,"농림어업 숙련 종사자"
"전라남도",7,1,7,7,"농림어업 숙련 종사자"
"전라남도",7,1,6,6,"농림어업 숙련 종사자"
"전라남도",7,1,6,6,"농림어업 숙련 종사자"
"전라남도",7,1,7,7,"농림어업 숙련 종사자"
"전라남도",7,1,7,6,"농림어업 숙련 종사자"
"전라남도",7,1,7,6,"농림어업 숙련 종사자"
"전라남도",7,1,7,7,"농림어업 숙련 종사자"
"전라남도",7,1,6,6,"농림어업 숙련 종사자"
"전라남도",7,1,7,7,"농림어업 숙련 종사자"
"전라남도",7,1,7,7,"농림어업 숙련 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",7,6,7,7,"농림어업 숙련 종사자"
"전라남도",7,5,7,7,"농림어업 숙련 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",7,6,7,7,"농림어업 숙련 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",3,5,5,5,"기술공 및 준전문가"
"경상북도",6,5,7,7,"판매 종사자"
"경상북도",4,7,7,6,"사무 종사자"
"경상북도",6,5,7,7,"판매 종사자"
"경상북도",6,4,7,7,"판매 종사자"
"경상북도",5,6,6,6,"서비스 종사자"
"경상북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"경상북도",10,7,7,7,"단순노무 종사자"
"경상북도",4,5,6,6,"사무 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",6,7,7,7,"판매 종사자"
"경상북도",6,7,7,7,"판매 종사자"
"경상북도",6,7,7,7,"판매 종사자"
"경상북도",7,7,7,7,"농림어업 숙련 종사자"
"경상북도",7,7,7,7,"농림어업 숙련 종사자"
"경상북도",6,7,7,7,"판매 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",10,7,7,7,"단순노무 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",6,7,3,2,"판매 종사자"
"경상북도",10,1,7,7,"단순노무 종사자"
"경상북도",10,7,7,7,"단순노무 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",8,1,6,7,"기능원 및 관련 기능 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",9,3,6,6,"장치기계 조작 및 조립 종사자"
"경상북도",6,7,7,7,"판매 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",7,7,7,3,"농림어업 숙련 종사자"
"경상북도",4,7,7,7,"사무 종사자"
"경상북도",2,7,7,7,"전문가"
"경상북도",4,7,7,7,"사무 종사자"
"경상북도",10,6,2,2,"단순노무 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",10,7,7,7,"단순노무 종사자"
"경상북도",10,7,7,7,"단순노무 종사자"
"경상북도",10,7,7,7,"단순노무 종사자"
"경상북도",2,7,7,7,"전문가"
"경상북도",10,1,4,4,"단순노무 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",3,7,7,7,"기술공 및 준전문가"
"경상북도",5,7,7,3,"서비스 종사자"
"경상북도",4,7,7,7,"사무 종사자"
"경상북도",2,7,7,7,"전문가"
"경상북도",4,7,7,7,"사무 종사자"
"경상북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"경상북도",10,7,7,7,"단순노무 종사자"
"경상북도",5,7,7,7,"서비스 종사자"
"경상북도",10,7,7,7,"단순노무 종사자"
"경상북도",5,7,7,3,"서비스 종사자"
"경상북도",4,7,7,7,"사무 종사자"
